bank,year,ts_code,adminExpense,netInterestIncome,coreRevenue,nonInterestShare,feeAssetRatio,loanAssetRatio,depositLiabilityRatio,cashProfitRatio,costIncomeRatio,fvChangeRatio,ocfToRevenue,creditImpairLoss,depositGrowthCF,loanIssuanceCF,centralBankAdj
建设银行,2023,601939.SH,21008800.0,61723300.0,73297900.0,19.81237723063492,0.30201311285796834,1.7619649466901688,78.66812532913498,193.36160741141794,27.293513620254217,-0.9284061462284623,83.5156469231009,13677400.0,11136400.0,270413700.0,-9323800.0
建设银行,2024,601939.SH,21431200.0,58988200.0,69481000.0,21.36489853376187,0.2586271342721893,1.6585061468187654,77.13145855995984,100.51772024669772,28.5691814048105,1.392122837734828,45.0606611202278,12070000.0,101975900.0,205010800.0,-49469700.0
建设银行,2025,601939.SH,,,,,,,,,,,,,,,
邮储银行,2020,601658.SH,16564900.0,25337800.0,26987300.0,11.468822719617613,0.14528862759543226,2.1878820212303722,96.98226637690041,251.51901489474176,57.87835165372709,12.329752260185511,56.52371402016757,,8748500.0,75461100.0,
邮储银行,2021,601658.SH,18810200.0,26938200.0,29138900.0,15.491181508460858,0.17482699420307146,2.22510188973149,96.28359091897407,143.1518841791669,59.01017059749908,13.259017359491246,34.36952961770851,4663800.0,3498200.0,74853200.0,-3040400.0
邮储银行,2022,601658.SH,20570500.0,27359300.0,30202700.0,18.31971960496304,0.20212859882953937,2.156137909227952,96.02020712507102,556.3985706754145,61.41254373708785,3.6929206251915416,141.78399550985802,3532800.0,14249100.0,77680600.0,7449300.0
邮储银行,2023,601658.SH,22201500.0,28180300.0,31005500.0,17.723433389682548,0.17964432433112978,1.8932344759662767,94.48848223918527,304.7035545681755,64.82057301018665,7.8690815401914875,76.88514395326227,2616700.0,7999500.0,95947200.0,7355000.0
邮储银行,2024,601658.SH,22403500.0,28612300.0,31140500.0,17.96344348075407,0.1479785377856834,2.036984684145249,95.23012800950535,458.1346003044421,64.23482187656799,5.40426251691475,113.90609992115262,2842300.0,4056000.0,79613500.0,-2279800.0
邮储银行,2025,601658.SH,,,,,,,,,,,,,,,
中信银行,2020,601998.SH,5190200.0,15051500.0,17935100.0,22.706194699354494,0.38390869267747024,2.2417306725285213,65.77765923578104,316.6902204635387,26.65317797371759,0.43209983234526506,80.5536868808767,8247700.0,1282400.0,55192900.0,
中信银行,2021,601998.SH,5973700.0,14789600.0,18376600.0,27.699369857790252,0.4459843011536658,1.7893830123622323,64.72705411081614,-133.73184099898896,29.203107202393465,0.6944762428072103,-36.857208504231096,7700500.0,383200.0,43236100.0,21400.0
中信银行,2022,601998.SH,6454800.0,15064700.0,18773900.0,28.735713745080233,0.4339492647185279,2.5523591984269633,65.60738098681547,309.8745035742653,30.53474114441417,1.3130652718753406,92.27690735694823,7135900.0,336300.0,34796100.0,4199800.0
中信银行,2023,601998.SH,6661200.0,14353900.0,17592200.0,30.28567820647317,0.35772501779622035,2.626262581629528,65.73434182006343,-1.3487702388998266,32.35225550763492,0.6957148770814694,-0.44585616039165404,6192600.0,28620700.0,38032600.0,-6093900.0
中信银行,2024,601998.SH,6941000.0,14667900.0,17778100.0,31.34484146672533,0.32626567731651046,4.246436642125932,67.20998349981554,-260.5976852651581,32.48832180335695,4.703016212606507,-84.7345609091675,6104500.0,40668400.0,25833600.0,-7552700.0
中信银行,2025,601998.SH,,,,,,,,,,,,,,,
光大银行,2020,601818.SH,3758900.0,11069700.0,13502000.0,22.30644516033942,0.45310174344415444,1.290770867213973,70.84444645267602,309.08059622741064,26.382133507394073,0.3055146493175374,82.22755634163632,,78200.0,34906000.0,
光大银行,2021,601818.SH,4280500.0,11215500.0,13946900.0,26.57658542333602,0.4627868633863819,2.3440762891792692,67.84689009345843,-257.20571048832466,28.022729802096226,2.8937874237358567,-73.48037001394427,5477200.0,24007800.0,35224400.0,1797600.0
光大银行,2022,601818.SH,4227900.0,11365500.0,14039900.0,25.045504906616017,0.42447357436144056,2.06299172606662,67.64821741553445,-125.21758436944938,27.88263691041469,-2.958939356037594,-37.19399599029229,5060000.0,116700.0,31324200.0,-2183700.0
光大银行,2023,601818.SH,4104200.0,10748000.0,13117800.0,26.224388234890345,0.3498998050435891,2.100196137606979,65.84948144993632,-8.798325055993768,28.171740398805646,2.281086078340736,-2.480694649414833,5207500.0,248100.0,26583500.0,-724200.0
光大银行,2024,601818.SH,4036500.0,9666600.0,11573700.0,28.61499833844109,0.274047168416362,2.58282019841584,63.366620661067486,-488.6593018539286,29.80836687220766,10.304231262384892,-151.24026141860207,4052200.0,452400.0,19304600.0,-6591800.0
光大银行,2025,601818.SH,,,,,,,,,,,,,,,
兴业银行,2020,601166.SH,4826200.0,14351500.0,18122500.0,29.350635285546208,0.4777045857613378,2.431454269065113,56.185600692896344,-50.572538821825916,23.75835027592216,-8.17751216775187,-16.84971226315245,,51916900.0,57745600.0,
兴业银行,2021,601166.SH,5546800.0,14567900.0,18835900.0,34.15221754144895,0.49610462553632306,4.089515500596069,55.07521691862887,-465.0317361840221,25.071868954419713,2.2851746931067045,-176.17883165488436,,48943700.0,46847300.0,3629900.0
兴业银行,2022,601166.SH,6484300.0,14527300.0,19031400.0,34.67176918164893,0.48605372954322,3.7990234033343797,56.276226227243775,-372.8731577466617,29.159434106505255,-0.5940444921437381,-154.9583134718987,,504700.0,59664500.0,-504300.0
兴业银行,2023,601166.SH,6260800.0,14650300.0,17425800.0,30.511642026077755,0.27322415130209443,3.5751166087798323,55.793853810773996,558.396219125866,29.695822720567662,4.908157336147707,205.67041848684494,,531800.0,52771000.0,-2383400.0
兴业银行,2024,601166.SH,6220300.0,14810700.0,17220300.0,30.212603545277204,0.22931322706025506,3.594895953500881,58.56242901839731,-306.1749106347834,29.309792391130213,3.6983471074380168,-111.79497328319809,,34169300.0,32556300.0,-2362900.0
兴业银行,2025,601166.SH,,,,,,,,,,,,,,,
华夏银行,2020,600015.SH,2662200.0,8196700.0,9252500.0,13.998677984240732,0.310546217795316,1.0727051111001302,58.932470924665104,161.1600519287834,27.932304399374665,1.8524656575700658,36.46979823521389,,29434100.0,26662900.0,
华夏银行,2021,600015.SH,2786300.0,7960500.0,8885700.0,16.965682695316573,0.25166696724167614,2.2648666983834507,57.09674026872379,297.0965987532946,29.063314905601334,7.652494205061442,74.07426723688329,3519800.0,19230700.0,12740900.0,-1790800.0
华夏银行,2022,600015.SH,2826400.0,7429300.0,8466200.0,20.803129797032234,0.2658604105926746,1.4674756234797126,58.561916996682825,309.82738328756375,30.12962647108989,6.434803323109907,84.18791574279379,3073300.0,379600.0,8248100.0,-1079100.0
华夏银行,2023,600015.SH,2923600.0,7044200.0,7684400.0,24.424131234778503,0.15046655914802365,1.1825327174279385,55.06938208046572,943.1067237846898,31.366742841202917,7.361945878834053,271.62874033066186,2530100.0,7882700.0,6593700.0,2705100.0
华夏银行,2024,600015.SH,2895400.0,6206300.0,6750600.0,36.11368455726433,0.12436904360136922,1.4730751188566367,54.456297697695256,150.71286707334372,29.804623968048094,22.051896652638035,43.74343771230931,2842700.0,1561100.0,8239700.0,-3473500.0
华夏银行,2025,600015.SH,,,,,,,,,,,,,,,
平安银行,2020,000001.SZ,4469000.0,9965000.0,14313100.0,35.099191100806294,0.9730527866758389,1.5888055850334137,65.6842940826916,-55.86628871681416,29.106042646311757,-1.67056646895576,-10.525458832111084,,33567500.0,40561100.0,
平安银行,2021,000001.SZ,4793700.0,12033600.0,15339800.0,28.956270700129295,0.6718034372472761,1.919644489960133,66.07518628207406,-530.4188683399383,28.30095109898868,4.533664639595457,-113.78532674471464,7261900.0,16293200.0,44738900.0,2805100.0
平安银行,2022,000001.SZ,4938700.0,13013000.0,16033800.0,27.663359181744905,0.5676580010876604,2.516595840958043,68.59791022162815,295.65866947886457,27.453236610244865,2.1658253715962483,74.80585897328997,7134100.0,2140500.0,33290300.0,-2675600.0
平安银行,2023,000001.SZ,4595900.0,11799100.0,14742100.0,28.35961359813964,0.5267476100370925,3.950284905486122,67.6134963951585,199.03347325368637,27.904844595292015,-0.6133268651027409,56.139381538442855,5901700.0,14260300.0,16366400.0,-1061400.0
平安银行,2024,000001.SZ,4058200.0,9342700.0,11753900.0,36.31207607621255,0.4179384913515921,4.6323365001117995,68.10810575099329,142.3025074143974,27.664201233852552,5.67064927472688,43.17529568151607,4893900.0,9448600.0,5612900.0,-569000.0
平安银行,2025,000001.SZ,,,,,,,,,,,,,,,
招商银行,2020,600036.SH,9674500.0,18503100.0,26451700.0,36.302077237143784,0.9506248200072522,2.7138720470425697,74.22441657775411,430.1064731163038,33.30498963791216,-1.3557660895132309,145.0444433734276,,2348000.0,64943400.0,
招商银行,2021,600036.SH,10972700.0,20391900.0,29836600.0,38.44010469339146,1.021156725668587,2.1020711273117447,76.16479827849044,150.6595825678203,33.12483207699251,0.062089584472204785,54.95738906515564,,71874200.0,56492400.0,2876200.0
招商银行,2022,600036.SH,11337500.0,21823500.0,31251000.0,36.70366578398587,0.929833496927481,2.5996477728576792,82.64396754854882,409.3090872542967,32.88300177212914,-1.620102596403675,165.3628514166882,,5376500.0,50889100.0,3581900.0
招商银行,2023,600036.SH,11178600.0,21466900.0,29877700.0,36.69877890912737,0.7626434206771684,2.608645268800795,82.87943159410361,241.71520073510533,32.963261117647576,1.0451935816281466,105.49358197468175,,1150900.0,48271100.0,7977500.0
招商银行,2024,600036.SH,10761600.0,21127700.0,28337100.0,37.397181529417345,0.5932668402233173,3.365320840063344,84.21740740377784,298.8940819342199,31.88735599487982,3.4060631842912477,132.45596880481676,,4573900.0,43213300.0,-10873700.0
招商银行,2025,600036.SH,,,,,,,,,,,,,,,
民生银行,2020,600016.SH,4843400.0,13522400.0,16288800.0,26.886580770041796,0.39802982144627386,3.1928138236516674,58.794816963996645,-234.7501566862287,26.18747668301334,1.1987141066855556,-44.5534222577872,,437400.0,43114700.0,
民生银行,2021,600016.SH,4923200.0,12577500.0,15334100.0,25.490509703561525,0.3964741615806958,2.283516276784587,60.09337997724562,445.9214414827992,29.165185659107607,-4.134831460674157,92.06950072273169,7739800.0,36321100.0,24476700.0,-4022300.0
民生银行,2022,600016.SH,5072900.0,10746300.0,12773700.0,24.574665206771666,0.2794227358371856,2.51436358832599,60.991690475441374,464.74830198172003,35.60529492686488,-21.7621737960721,116.70246216906708,4876200.0,37143800.0,14465600.0,-2275000.0
民生银行,2023,600016.SH,5083400.0,10243100.0,12166700.0,27.259492816918414,0.2506330647761912,2.251189419104843,61.86129810247424,204.7351747901962,36.09933459738526,-7.296964505594518,52.32038745321943,4570700.0,4374800.0,28340900.0,5181500.0
民生银行,2024,600016.SH,5131800.0,9869000.0,11693500.0,27.588230978061485,0.23346221846817306,2.385882784691788,60.52582133915102,-707.8968278222603,37.6535329077702,-3.9694880445943963,-169.9596448748991,4547400.0,,10779600.0,-10491800.0
民生银行,2025,600016.SH,,,,,,,,,,,,,,,
浙商银行,2020,601916.SH,1238500.0,3709500.0,4134500.0,22.237595119803785,0.20749673497784665,0.2752139047223816,69.72117501756556,394.7766541922128,25.962727711045424,-13.103112163197103,103.93476301280842,,1633500.0,17578200.0,
浙商银行,2021,601916.SH,1378400.0,4195200.0,4600200.0,22.982871619760974,0.17710933943464074,0.5580912073740457,66.78357800588724,-287.1090120780428,25.30520827596336,16.100393832187436,-68.07842705292725,2483100.0,767500.0,15733600.0,406900.0
浙商银行,2022,601916.SH,1677400.0,4706200.0,5185300.0,22.956535974461815,0.18272799044978316,0.365417841056016,68.4626628664495,1199.2637071985132,27.46009658672342,-14.28210473122355,274.6418924449538,2765300.0,1714400.0,18641100.0,4411500.0
浙商银行,2023,601916.SH,1908800.0,4752800.0,5256800.0,25.39244003516263,0.16031151326116558,0.2727204195835781,63.2521319756748,1254.547214871232,29.963581564736906,1.680768351246284,305.1095692578174,2611300.0,359800.0,19987600.0,-2090200.0
浙商银行,2024,601916.SH,2046200.0,4515700.0,4964400.0,33.24907612712491,0.13492549628797015,0.5222010627450167,61.556662683057105,-767.7180908685401,30.24685883222469,20.001137721144545,-178.09016999260902,2819500.0,475500.0,16544700.0,-3503200.0
浙商银行,2025,601916.SH,,,,,,,,,,,,,,,
浦发银行,2020,600000.SH,4670200.0,13858100.0,17252700.0,29.43366058334691,0.42698200225452937,2.944963270189572,56.43730403081649,214.23728238943602,23.78095975232198,3.3292342761164933,64.3560575199609,7954700.0,63032500.0,57145000.0,
浦发银行,2021,600000.SH,4997800.0,13595800.0,16509200.0,28.811092144809457,0.3580541977596234,3.7846159102453223,59.84560783284769,-478.3543503329241,26.168958331151625,7.624722791217349,-134.66818862510604,7833100.0,6886400.0,32419800.0,-6809200.0
浦发银行,2022,600000.SH,5260700.0,13366900.0,16236000.0,29.133929234129635,0.329605402904723,4.048801037514313,61.18889565179555,702.1539704213704,27.89017187814783,-6.863880033482342,193.5611964670081,7595200.0,205500.0,17213600.0,3609300.0
浦发银行,2023,600000.SH,5142400.0,11843500.0,14288800.0,31.711775084470172,0.27148139714609804,5.013840521970809,61.156901141513856,1037.690026450079,29.650472225745816,6.298535338641502,223.94513186572414,7675400.0,37677600.0,16289400.0,8004200.0
浦发银行,2024,600000.SH,4979500.0,11471700.0,13753300.0,32.8150256518378,0.24113601102529308,4.435799228060385,59.98878755420811,-727.9458928766227,29.162859887085062,-3.202663027746764,-195.4072668493921,6943700.0,2391400.0,41159200.0,-12559200.0
浦发银行,2025,600000.SH,,,,,,,,,,,,,,,
上海,2020,601229.SH,960734.5,3639428.0,4200282.6,28.28165414725377,0.22779114268555617,7.636539592985897,57.93069607725354,59.63197669256483,18.932175370323364,6.086034453745927,24.57715045541509,1827373.3,341581.5,13907642.7,
上海,2021,601229.SH,1209843.9,4043750.3,4948454.2,28.085413412763437,0.34098611127794853,7.4950533321896025,60.184186480062905,-50.08412450372204,21.51602286214111,-2.8134039901678647,-19.667042291233503,1996638.2,22324604.6,13367305.4,-63223.0
上海,2022,601229.SH,1222645.5,3800018.9,4449312.4,28.45336834029849,0.22556467439438138,7.073563267551523,60.17879127892459,112.87271381106707,23.019929516374667,-0.674513490581736,47.42925193586336,1629648.9,326804.5,9158388.6,244914.09999999963
上海,2023,601229.SH,1244600.6,3516407.8,4007927.6999999997,30.45694888470511,0.15929906850314196,6.958464389310036,58.7178742064254,17.899181844747027,24.614131257451625,13.589550022801788,7.9902878056241615,1143411.2,491920.1,8708281.0,-1191367.6999999993
上海,2024,601229.SH,1262170.1,3248608.8,3644490.4,38.68877835560828,0.12269099927408086,7.356019710515116,58.566128753507364,17.323728309410754,23.821024788833938,13.701273943763145,7.703134156387921,1244660.6,2521482.8,4267762.1,-290394.30000000075
上海,2025,601229.SH,,,,,,,,,,,,,,,
兰州,2020,601136.SH,,,,,,,,,,,,,,,
兰州,2021,601136.SH,,,,,,,,,,,,,,,
兰州,2022,601136.SH,,,,,,,,,,,,,,,
兰州,2023,601136.SH,,,,,,,,,,,,,,,
兰州,2024,601136.SH,,,,,,,,,,,,,,,
兰州,2025,601136.SH,,,,,,,,,,,,,,,
北京,2020,601169.SH,1419200.0,5160500.0,5799500.0,19.742142179505123,0.22034376385769175,4.182876358527925,61.82264842166719,87.66977732606486,22.071882921973902,-0.47065564377506747,29.513678284265698,,14278500.0,13355500.0,
北京,2021,601169.SH,1654300.0,5139700.0,5738700.0,22.44888721237269,0.1958182505878634,5.138447426068804,62.41532491805404,-176.67470525187568,24.961146737080348,3.9359758519342285,-59.692191625801584,2352200.0,3462400.0,12223300.0,-909200.0
北京,2022,601169.SH,1759900.0,5145800.0,5852400.0,22.35801798539441,0.2085625770376912,4.784926114655698,63.20468847233077,505.5836341756919,26.55410706741505,-3.3939079906732297,190.17743979721166,2084700.0,463800.0,13376400.0,83500.0
北京,2023,601169.SH,1926900.0,5035000.0,5410200.0,24.52519074815248,0.10008859120772945,4.766932564778153,61.42562653360804,163.13539561635318,28.884291945856006,2.2200806653103475,62.92515477207657,1844300.0,327300.0,22931700.0,187600.0
北京,2024,601169.SH,2037000.0,5191000.0,5536800.0,25.754823576526455,0.08191319664710194,4.682625448236687,64.28799218886302,500.3746620316725,29.134545246506573,2.503252118271631,185.28684011041662,2010300.0,359600.0,21310300.0,-4600.0
北京,2025,601169.SH,,,,,,,,,,,,,,,
南京,2020,601009.SH,980737.4,2369359.9,2865871.6999999997,31.254107733779747,0.3272821380809547,0.8364272433025124,68.07264050212561,227.00656372553212,28.45564645618125,0.005431789528864511,87.00974563647401,,660603.8,11064828.4,
南京,2021,601009.SH,1195741.9,2710290.3,3290374.9,33.77451317568877,0.331676536747062,0.7959897592010559,66.89496066131649,755.671399425094,29.217751856222517,13.133637298152353,294.80268934642567,912784.3,457113.1,11888949.6,183014.69999999925
南京,2022,601009.SH,1327109.6,2697047.2,3231451.3000000003,39.536820243893025,0.25948449598319456,0.6694974443787051,66.31309462744584,527.5064716503857,29.75152466773856,12.400190826588155,219.29696250137874,884213.4,157049.7,15674031.8,1467120.2000000011
南京,2023,601009.SH,1376176.1,2545153.4,2908032.0,43.64081134536642,0.15858166292914827,1.1264933926787875,66.00074904173293,198.91562118468002,30.47367142660159,7.85207282077338,82.06231241077877,876976.4,344445.3,15985752.3,82884.39999999851
南京,2024,601009.SH,1411895.3,2662668.3,2921928.0,47.03589217845658,0.1000462027528627,1.1585366385906917,63.66646655427879,-323.0814988155621,28.084525174213553,29.92090624737739,-130.87590234692252,1052469.6,10296564.6,16829032.2,975511.2000000011
南京,2025,601009.SH,,,,,,,,,,,,,,,
厦门,2020,601187.SH,158967.30003800002,461194.7087469999,493935.1853089999,16.98581035534066,0.11481832145143163,1.2576128114812175,58.55538622865459,-641.1527568714121,28.613818290559127,-12.577246998420453,-214.19430257183882,,189170.643673,3251801.9972220003,
厦门,2021,601187.SH,183646.510095,443030.11939300003,480613.91129400005,16.65358023149984,0.114064979578968,2.673136950048025,60.58350408704483,-992.2279222924803,34.549071156537295,0.09831753539189805,-413.0756400779633,,1778364.5033479999,3449342.9482830004,470716.4676430002
厦门,2022,601187.SH,202165.923332,478958.11108299997,522109.435457,18.752983224306778,0.11624566876045903,3.7363246353900106,59.75072816309066,1022.4924360712002,34.29397641327785,-9.811503922410509,446.06063527961624,,2994567.3770919996,2597685.847753,-291774.56389300013
厦门,2023,601187.SH,222096.969414,432648.80364899995,474030.14780499996,22.778706229296912,0.10592570365147455,4.899370807176749,58.55951546083816,-158.86294564597412,39.64096323866258,2.467982544380727,-78.04333224732791,,270339.917704,1012867.70483,-8028.375536000356
厦门,2024,601187.SH,223849.777327,400498.13503700006,438634.7921230001,30.45895458708342,0.09351925078840048,5.4031044520861045,58.30924739571465,-159.48966806585312,38.868464466956965,9.072462302043874,-74.93439043349272,,657777.215945,,-733392.1762189995
厦门,2025,601187.SH,,,,,,,,,,,,,,,
宁波,2020,002142.SZ,1560900.0,2785900.0,3420100.0,32.23468171535599,0.3898573166481123,0.2028585848216289,61.89091603681233,401.49973572938694,37.96794045389312,-7.91856578547554,147.82175086959694,,324800.0,15655200.0,
宁波,2021,002142.SZ,1950000.0,3269700.0,4095900.0,38.04335468222988,0.4099013349328515,1.0919291310260382,56.94275375253201,-227.1864959967362,36.95001326410733,-0.5135730007336757,-84.41467389244704,1235400.0,80800.0,17392200.0,-490200.0
宁波,2022,002142.SZ,2158200.0,3752100.0,4498700.0,35.17337894573161,0.31554074072195687,1.282153690233325,59.62514976762981,409.68355524814115,37.28813559322034,6.099683544303797,163.73468788334284,1043100.0,922100.0,18199900.0,1944800.0
宁波,2023,002142.SZ,2401200.0,4090700.0,4667400.0,33.57635787935374,0.2126739984555597,1.495060962612597,63.30210739237092,676.9963684642117,38.99001380206219,4.161588644347265,281.5166030689291,894000.0,1454600.0,21725300.0,1208700.0
宁波,2024,002142.SZ,2367000.0,4799300.0,5264800.0,27.971965001275684,0.14894894203054365,1.2182775550743112,64.67112099321612,312.27728591895965,35.52400534285843,0.05753372115323148,127.57575302786992,1067900.0,569900.0,23487400.0,1817400.0
宁波,2025,002142.SZ,,,,,,,,,,,,,,,
成都,2020,601838.SH,348563.5,1182680.8,1219276.4000000001,18.9922963005379,0.05609091231547929,5.334645403357889,73.39169872978829,-13.019347385317644,23.87485171691927,1.134798634820312,-5.3755275226891355,,586932.0,5236761.6,
成都,2021,601838.SH,407872.3,1442193.9,1495442.4,19.3877027997269,0.06930273164040607,3.754277805582875,75.96312431686482,-44.96340818885826,22.798268018855822,3.9358353327721898,-19.68231175269326,23761.1,9044999.7,10542334.1,-496484.5
成都,2022,601838.SH,493656.6,1651856.7,1719596.5,18.391816696467107,0.07381875168667873,6.62794025878954,76.45803010077653,96.50566116566115,24.388567302356684,-1.4533079740948136,47.88293367544555,338497.4,266461.1,9809921.3,912543.7000000002
成都,2023,601838.SH,544592.7,1765355.1,1831567.5,18.655436094487975,0.060676124211882614,6.3068754299689385,76.5176329766134,-203.51199754145264,25.09390642575272,1.1353312650942071,-109.45340122141596,197880.6,553171.9,13836652.6,1521704.4000000004
成都,2024,601838.SH,549985.2,1846072.4,1917049.9,19.67146482476992,0.05677672412510877,7.194943662811032,76.09091496620725,-733.2630388880887,23.931621253887954,4.5617570980033415,-410.00760741442457,195830.2,10074139.7,11792889.8,-1430714.1000000006
成都,2025,601838.SH,,,,,,,,,,,,,,,
杭州,2020,600926.SH,653522.4,1927172.4,2228627.1999999997,22.309219780617166,0.2578173455975019,1.2253708090762248,64.65305366938242,262.4045849126667,26.345678854078443,1.2057270169007104,75.49228348010818,,9966548.0,7043871.6,
杭州,2021,600926.SH,801673.5,2103550.4,2464373.6999999997,28.355320757822128,0.2594797236774046,1.9567131487238494,62.8402181163867,-604.2346743916625,27.304142921631012,7.205960374226115,-190.5879504813106,,1216589.9,10530260.8,-735449.0999999996
